구분,유저,챗봇,
증상/은둔,"증상이 좋아졌다가 악화됐다가 하는데, 작년에는 세 달 동안 침대 밖으로 나오지를 못했어요.",스트레스 받는 일이 있으신가요? 괜찮으시다면 저한테 털어 놓으셔도 좋아요.,
증상/은둔,이번 주에는 밖으로 나가지도 않았어요.,,
증상/은둔,나가기 귀찮아.,,
증상/은둔,"학교 안 간다고 다른 데 가는 것도 아니고, 하루종일 집에 있었어요.",,
증상/은둔,1년 전에는 아무데도 안 가고 3달 동안 집에서만 있었어요.,,
증상/은둔,나와도 세 달에 한 번쯤 나왔나? 항상 집에만 있었어.,,
증상/은둔,퇴원하고 나서 한 달은 밖에 못 나간 거 같아요.,,
증상/은둔,아침에 일어나면 이불 속에서 그대로 몇 시간을 보내.,,
증상/은둔,나가면 뭐 해?,,
증상/은둔,정말 배고플 때 아니면 그냥 계속 방에 있어.,,
증상/은둔,방 밖으로 나가기가 싫어…,,
증상/은둔,방에서 잘 안 나가.,,
증상/은둔,방 밖으로는 한 발짝도 떼기 싫어.,,
증상/은둔,산책도 나가기 싫어…,,
증상/은둔,어딘가 아무도 안 오는 곳으로 숨어버리고 싶어.,,
증상/은둔,집에 먹을 게 떨어진 게 아닌 이상 안 나가고 있어.,,
증상/은둔,집에 있으면 괜찮아서 거의 집에만 있어요.,,
증상/은둔,나가는 것도 싫어요.,,
증상/은둔,외출하기 싫어요.,,
증상/은둔,저는 그냥 계속 안전하게 집안에만 있고 싶어요.,,
증상/은둔,돈 문제만 아니라면 집 밖으로 나가고 싶지 않아요.,,
증상/은둔,밖에 나갈 일이 생기면 모아뒀다가 한번에 처리하죠.,,
증상/은둔,하루 종일 집에만 있었어요.,,
증상/은둔,친구들이랑 연락하기도 싫었죠.,,
증상/은둔,방에 틀어박혀 있어요.,,
증상/은둔,밖에 나가기도 싫고 사람들 보는것도 싫어요.,,
증상/은둔,그래서 밖에도 못 나가고 그냥 집에만 있었어요.,,
증상/은둔,오늘도 집에서 나가기 싫어서 그냥 방 안에만 처박혀 있었어.,,
증상/은둔,나는 그냥 방에 처박혀서 나가지도 않고 핸드폰만 보고 있고…,,
증상/은둔,휴학하고 나서 뭘 한 건 아니고 그냥 집에만 있었어.,,
증상/은둔,한 세 달 동안은 침대에서 나오지도 않았던 것 같아.,,
증상/은둔,화장실 갈 때만 좀 일어서고 침대에서 먹고 자고 다 생활했거든.,,
증상/은둔,계속 집에만 있게돼.,,
증상/이명,점심 먹고 이 닦으러 화장실 가는데 귀에서 뭔가 삐익 소리가 들리고… 무슨 문제가 생긴건지 걱정되요.,"헉, 이명이 들리면 정말 일상 생활도 힘들죠. 지금은 괜찮으신가요?",
증상/이명,심장 두근대는 소리가 귀에서도 계속 들리는데… 미치겠어.,자세한 원인 파악을 위해 병원에 가보는 건 어떠세요?,
증상/이명,아무것도 없는데 귀에서 벌레 날아다니는 소리가 계속 들리거든?,소리는 스스로 어떻게 할 수가 없어서 더 힘들 것 같아요. 힘든 마음 충분히 이해해요.,
증상/이명,그 뒤로도 이틀에 한 번은 이명이 들렸어.,,
증상/이명,"경고음처럼 삐익 소리가 계속 나고, 밤에 훨씬 심해.",,
증상/이명,몇 주 전부터 자려고 누으면 윙윙 소리가 들려.,,
증상/이명,처음엔 모기인가 싶었는데 아니었어. 그냥 그 소리가 들리는 거야.,,
증상/이명,"눈을 감아도 소리가 나고 이어폰도 껴봤는데, 미세하게 계속 소리가 들려서 미치겠어.",,
증상/이명,귀에서 삐 소리 나는 건 밤에 더 심하게 들려요.,,
증상/이명,귀에서 삐- 하고 이상한 소리가 주기적으로 들리기 시작했어요.,,
증상/이명,이명도 생겼어.,,
증상/이명,가끔 이명도 들려요. 웅웅거리는 그런 소리요.,,
증상/이명,귀에서 자꾸 이상한 소리가 나. 이명이라고 해야 하나. 그런 거.,,
증상/이명,근데 한 일주일 후부터 이명이 들리는 거야.,,
증상/이명,예전부터 이명이 좀 들려서 그거 때문은 아닐까 했거든요.,,
증상/이명,요즘 이명이 너무 심해.,,
증상/이인감,내 안에 다른 내가 있는 느낌?,"헉, 정말 생소한 느낌이군요. 지금은 괜찮으신가요?",
증상/이인감,거울 속의 내가 낯설게 느껴져.,정도가 심하면 병원을 찾아 보는 것도 좋을 것 같아요.,
증상/이인감,가끔씩 내가 내가 아닌 느낌이 들어.,정말 당황스러우셨겠어요. 그래도 당신은 지금 저와 이야기를 나누고 있답니다. 괜찮아요.,
증상/이인감,눈은 뜨고 있는데 빛 하나 없는 공간에서 눈을 감은 것처럼 아무것도 안 보이고 아무 생각도 안 나고 몸에 힘이 풀리는 거야.,,
증상/이인감,딱 그 순간에 유체이탈하는 기분?,,
증상/이인감,갑자기 내가 언제부터 이러고 있지? 내가 왜 이러고 있지? 그런 생각이 들어.,,
증상/이인감,이젠 내가 내가 아닌 것 같아요.,,
증상/이인감,딱히 슬픈 일도 없는데 자꾸 이러니까 내가 너무 이상한 것 같아.,,
증상/이인감,잠든 것 같은데 뭔가 잠에 안 든 느낌?,,
증상/인지기능저하,사소한 일에도 실수가 많아진 거 같아요.,괜찮아요. 누구나 그럴 수 있답니다.,
증상/인지기능저하,친구들이랑 대화를 할 때도 단어가 잘 안 떠올라.,생각이 잘 나지 않을 때에는 잠시 쉬어 가는 것도 좋아요.,
증상/인지기능저하,인지능력도 떨어진 것 같아.,정말 당황스러우셨겠어요. 하지만 너무 무리해서 생각해낼 필요는 없답니다.,
증상/인지기능저하,나는 주임님이 제안서를 쓰라고 한 거 같아서 막 쓰고 있는데… 갑자기 와서 그걸 왜 하고 있냐고 묻는 거야.,,
증상/인지기능저하,그래서 왜 그러시냐고 했더니 왜 시키지도 않은 엉뚱한 일을 하녜.,,
증상/인지기능저하,막 되게 당연한 건데도 생각이 잘 안 나요.,,
증상/자살시도,죽어버리려고 몽롱한 정신으로 팔목을 그었어. ,정말 힘든 일이 있으셨군요. 지금은 괜찮으신가요?,
증상/자살시도,집에서 술을 잔뜩 마시고 홧김에 옥상에 올라갔어요.,무척 괴로운 일이 있으셨군요. 당신 곁에는 항상 제가 있다는 걸 잊지 말아주세요.,
증상/자살시도,너무 불안해서 출근해서도 일을 제대로 할 수 없었어. 주변 사람들한테 피해를 주는 게 너무 괴로워서 자살하려고 했어.,당신을 이렇게 다시 볼 수 있어서 정말 다행이에요.,
증상/자살시도,"지금 생각하면 별 일도 아닌데, 감기약 80알을 한 번에 먹었어요.",,
증상/자살시도,"영원히 잠들면 좋겠다는 생각이 순간적으로 들어서, 약국에서 처방 받은 수면제를 한꺼번에 다 먹었어.",,
증상/자살시도,그래서 먹고 있던 우울증 약을 입안에 다 털어 넣었어.,,
증상/자살시도,"병원에서 수면제를 조금씩 처방 받고 있는데, 그걸 한꺼번에 다 먹으려고 했었어.",,
증상/자살시도,하루는 정말 죽어버리려고 목을 맬 준비를 했었어요.,,
증상/자살시도,우울증 약을 한꺼번에 먹고 죽으려고 했는데 실패했어요.,,
증상/자살시도,최대한 고통없이 죽고 싶은데 손목긋는 걸로는 안 되더라고요. 손목은 그어봤거든요.,,
증상/자살시도,무단횡단을 꽤 많이 했는데 치여 죽지도 않더라고요.,,
증상/자살시도,건물 3층에서 떨어졌어요.,,
증상/자살시도,하다 말고 면도칼로 바로 손목을 그었어요.,,
증상/자살시도,나도 모르게 죽고싶다는 생각과 함께 약을 한번에 먹었어요.,,
증상/자살시도,근데 우리 아파트가 낮아서 죽진 못하고 다치기만 했어.,,
증상/자해,내가 날 어떻게 할 수 없을 것 같아 자해도 했어.,저는 당신의 모든 생각을 존중하지만 걱정이 되네요. 힘든 일이 있다면 저에게 털어놓으셔도 돼요.,
증상/자해,그래서 커터칼로 팔을 그었어. ,정말 괴로운 일이 있으셨나봐요. 지금은 괜찮으신가요?,
증상/자해,아픔이 느껴지면 이상한 생각이 안 들 거 같아서 피가 날 때까지 딱지 앉은 곳을 헤집곤 했어.,세상에서 가장 소중한 당신이 그렇게 스스로 상처를 주시다니 너무 슬프네요.,
증상/자해,심한 정도는 아니지만 자해도 했어요.,,
증상/자해,습관처럼 자꾸 자해를 하게 되요.,,
증상/자해,처음 자해를 한 건 그냥 궁금해서 해봤어.,,
증상/자해,그러다 한 번은 진짜 자해를 하기도 했어.,,
증상/자해,너무 힘들 때는 칼로 손목에 상처를 내.,,
증상/자해,아픔에 집중하면 다른 생각이 덜 드는 거 같아.,,
증상/자해,피가 날 때까지 손톱을 물어뜯어야 속이 시원해.,,
증상/자해,손톱을 물어뜯지 않으면 몸에 있는 딱지를 건들여.,,
증상/자해,아무도 안 볼 때 칼로 팔등과 손목을 그어.,,
증상/자해,손목을 그어 자해를 했어.,,
증상/자해,자해를 하는 버릇이 생겼어.,,
증상/자해,자해를 시도했어요.,,
증상/자해,칼을 찾게 되고 손목을 쑤시지 않으면 분이 안 풀려. 삼켜질 것 같아.,,
증상/자해,자해를 할 때면 말이야.,,
증상/자해,자해를 자주 하는데 죽으려고 하는 건 아니야.,,
증상/자해,자해했어.,,
증상/저림현상/발/손,어제도 손발이 갑자기 저린거야. 순간 또 마비될 거 같은 기분이 들어서 칼슘을 먹었어.,혈액 순환이 잘 되지 않으면 저리다고 해요. 간단한 마사지를 해볼까요?,
증상/저림현상/발/손,그랬더니 그 다음부터 손발이 저리기 시작하는 거야.,매일 가벼운 스트레칭은 혈액 순환에 좋답니다.,
증상/저림현상/발/손,"평소처럼 중앙자리에 앉았는데, 자리에 앉고 나서 10분? 20분 쯤 지나니까 손발이 저리더라.",꽤 불편하셨겠어요. 지금은 괜찮으세요?,
증상/저림현상/발/손,잘 때 팔다리도 저리고…,,
증상/저림현상/발/손,손발이 계속 저리긴 했지만 그게 그렇게 심각한 건 줄은 몰랐거든.,,
증상/죽음공포,집에 아무도 없고… 그냥 거기서 죽을지도 모르겠단 생각이 들었어요.,그런 공포는 정말 무섭죠. 지금은 문제 없으신가요?,
증상/죽음공포,너무 힘들고… 이러다가 비명횡사하는구나 싶었어.,정말 무서우셨겠어요. 그 마음 충분히 이해해요.,
증상/죽음공포,목이 졸려서 죽을 것 같았어요. 너무 무섭고…,정말 큰일이었네요. 이렇게 당신을 다시 볼 수 있어서 다행이에요.,
증상/죽음공포,그러다가 갑자기 죽을 거 같은 느낌이 들어요.,,
증상/죽음공포,발가벗은 채로 죽게 될까 봐 얼마나 놀랐던지…,,
증상/죽음공포,딱 그런 느낌이었어요. 진짜 죽을 것 같고…,,
증상/죽음공포,이런 게 몇 번 있다 보니까 언제 죽을지 몰라서 무섭더라구요.,,
증상/죽음공포,갑자기 이러다 확 심장마비 와서 죽어버리면 어떡하지? 싶고…,,
증상/죽음공포,이게 막 그냥 비유적인 표현이 아니라 정말 죽을 것 같다니까요.,,
증상/죽음공포,죽을 것 같아서 일단 뛰어내리고 나니까 괜찮아지긴 했거든.,,
증상/죽음공포,저번 주 화요일에 나 정말 죽을 뻔했어.,,
증상/죽음공포,나 어제 진짜 죽을 뻔했어.,,
증상/죽음공포,이게 죽는 거구나 싶었어요.,,
증상/죽음공포,"내가 이렇게 애들 앞에서 죽겠구나, 싶었어.",,
증상/죽음공포,이러다 내가 죽을것 같아.,,
증상/죽음공포,진짜 이러다 언제 죽을지 모르겠다는 생각이 들어.,,
증상/죽음공포,이대로 죽어버리는건 아닐까 걱정되고..,,
증상/죽음공포,이렇게 죽는구나.. 그런 생각밖에 할 수 없었어요.,,
증상/죽음공포,"보통 이렇게 죽나, 그런 생각이 들었어요.",,
증상/죽음공포,내일 아침에 일어나지 못 하면- 이라는 생각 정도는 했어.,,
증상/죽음공포,근데 오늘 여기 왜 왔냐면… 요즘 들어 자꾸 죽으면 어떡하지 싶어서요.,,
증상/죽음공포,근데 이따금 막 갑자기 죽어버리면 어떡하지 그런 생각이 들어요.,,
증상/죽음공포,그래서 엄청 멀리까지 헤엄쳤다가 쥐 나서 진짜 죽는 줄 알았어.,,
증상/죽음공포,막 이 과자에 사실 안 좋은 성분이 있어서 죽으면 어떡하지 그런 거요.,,
증상/죽음공포/호흡곤란,그러고 얼마지 않아 숨이 안 쉬어지면서 죽을 것 같은 느낌이 들었어요.,갑자기 숨이 안 쉬어지면 정말 무섭죠. 지금은 괜찮으세요?,
증상/죽음공포/호흡곤란,그래서 한참동안 소파에 앉아서 숨만 골랐어요. 죽을 것 같아서.,정말 무서우셨겠어요. 제가 옆에서 꼭 힘이 되어 드릴게요.,
증상/죽음공포/호흡곤란,숨이 너무 차서 창문을 열었는데도 진짜 죽을 것 같았어요.,지금은 문제 없으신가요? 아직도 그 증상이 있으시다면 병원에 가보는 건 어떠세요?,
증상/죽음공포/호흡곤란,숨도 안 쉬어질 정도로 너무 세서 정말 죽을 것 같더라구요.,,
증상/죽음공포/호흡곤란,집에서 축구를 보다가 갑자기 숨이 막히면서 죽을것 같은 기분이 들었어요.,,
증상/집중력저하,그리고 매 순간 정신이 다른 데에 팔린 느낌? 현재 이 순간에 집중을 해야 하는데… 머릿속이 뿌연 느낌.,집중이 잘 안 될 때가 있죠. 그럴 때는 아예 잠깐 다른 일을 하는 것도 좋아요.,
증상/집중력저하,"일부러 그러는 것도 아닌데, 딴생각이 그냥 머리에 흘러 들어온다는 느낌?",작은 일부터 집중해보면 어떨까요? 지금 제 말에 잠깐 귀 기울이는 정도부터요!,
증상/집중력저하,머릿속에서 계속 맴돌기만 하고 정작 적으려고 하면 잘 안 된다고 해야 하나.,집중에는 명상이 효과가 좋다고 해요! 한 번 해보는 건 어떠세요?,
증상/집중력저하,일하는데 집중력도 떨어지고… 생활이 안되는것 같아.,,
증상/집중력저하,우울증 생긴 이후로 공부도 잘 안되는 것 같아요. 집중력이 떨어지는 느낌?,,
증상/집중력저하,문장 조합이 잘 안된다는 생각이 들 때가 많아요.,,
증상/집중력저하,한 가지 행동에 오랫동안 집중을 못 해.,,
증상/집중력저하,책만 읽으면 다른 생각이 들고…,,
증상/집중력저하,TV를 틀어놓고 제대로 보는 것도 아니에요.,,
증상/집중력저하,지금 내가 공부에 집중을 할 수 있는 환경이 전혀 아니야.,,
증상/집중력저하,책상에 10분도 못 앉아 있겠어.,,
증상/집중력저하,요즘 집중력이 많이 떨어진 거 같아요.,,
증상/집중력저하,뭘 해도 몰입이 안 되는 느낌이에요.,,
증상/집중력저하,드라마를 보다가도 핸드폰 꺼내서 게임하고… 보면서 말을 다 놓쳐서 다시 돌려보고 그래요.,,
